loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,earliest_cr_line,issue_d,application_type,mort_acc,pub_rec_bankruptcies,loan_status
8077,36 months,5.09,18.02,A,A1,1,OTHER,110113.14,Verified,debt_consolidation,MA,14.14,0,0,27,0,6911,15.2,37,1997-04,2015-10,Individual,1,0,1
37387,36 months,16.18,189.18,D,D5,1,RENT,45907.58,Verified,home_improvement,NC,7.22,0,0,26,0,27544,34.3,28,2013-10,2016-05,Individual,4,0,1
29794,36 months,15.84,171.31,D,D3,7,OWN,16094.61,Not Verified,debt_consolidation,AZ,23.22,2,2,8,0,19336,84.6,12,1995-04,2017-10,Individual,4,0,0
32370,60 months,13.14,85.41,A,A2,5,RENT,238570.59,Source Verified,debt_consolidation,NC,21.96,0,0,18,0,58692,69.9,32,2002-10,2019-12,Individual,1,0,1
17851,60 months,12.06,43.23,B,B3,2,MORTGAGE,53032.12,Not Verified,vacation,WA,2.16,0,1,3,0,32360,58.7,3,1998-03,2017-05,Individual,4,0,1
19227,36 months,12.61,78.59,F,F4,2,RENT,26899.82,Source Verified,credit_card,IL,17.59,0,0,9,0,77548,47.5,14,2008-09,2016-11,Individual,2,0,0
25737,36 months,16.96,124.71,D,D1,0,RENT,97485.35,Verified,vacation,NC,18.36,0,0,11,0,44831,22.2,22,2004-03,2019-07,Joint App,0,0,0
31605,36 months,12.86,143.05,C,C3,9,OWN,166294.3,Verified,credit_card,NY,13.75,1,2,15,0,71230,38.8,19,2009-10,2017-04,Individual,2,0,1
34032,36 months,12.87,138.97,C,C2,9,RENT,43413.99,Source Verified,debt_consolidation,NC,30.68,0,2,25,1,7664,33.6,32,2013-04,2016-11,Individual,2,1,0
1695,60 months,6.25,1.8,B,B1,6,OWN,46187.04,Verified,major_purchase,CA,29.92,0,3,1,0,77585,40.3,12,2014-11,2018-08,Individual,3,1,0
26878,60 months,13.96,87.73,E,E1,3,RENT,56547.02,Verified,credit_card,NC,13.36,0,1,15,0,26005,13.1,33,2014-07,2019-07,Individual,1,0,1
5256,36 months,10.77,19.18,F,F3,2,RENT,25170.24,Verified,house,MO,14.44,1,0,24,0,31739,61.1,25,1995-01,2018-11,Individual,3,0,1
12229,60 months,12.47,29.34,F,F3,3,OWN,32389.82,Verified,debt_consolidation,GA,13.62,1,0,7,0,47752,0.0,17,2016-09,2019-08,Individual,3,0,0
33347,36 months,14.0,190.38,B,B3,10,MORTGAGE,142793.6,Not Verified,medical,MI,11.72,0,0,24,0,34867,59.1,36,1998-12,2019-12,Individual,0,0,1
10770,60 months,7.58,11.33,B,B4,0,RENT,45282.51,Verified,credit_card,MO,9.55,0,0,3,0,25173,59.5,12,2003-03,2016-01,Joint App,2,0,0
32075,36 months,13.54,175.48,A,A3,9,MORTGAGE,29657.37,Source Verified,moving,CA,19.55,0,1,15,0,13029,88.5,15,1999-10,2017-09,Individual,2,0,1
19057,36 months,10.28,55.72,B,B3,3,RENT,37375.66,Source Verified,debt_consolidation,AZ,29.73,0,1,29,0,33545,37.0,44,2000-04,2016-06,Individual,1,0,0
10072,60 months,9.74,20.31,B,B5,2,OWN,93311.09,Verified,home_improvement,NJ,26.85,0,1,11,0,37809,31.6,15,2004-07,2018-02,Individual,1,0,0
14035,36 months,10.99,46.38,D,D4,8,RENT,14979.86,Source Verified,debt_consolidation,OH,21.52,0,0,19,0,10339,44.4,20,1995-03,2018-05,Individual,3,0,0
21700,36 months,9.27,56.74,A,A5,10,MORTGAGE,57113.17,Not Verified,medical,PA,0.0,0,1,6,0,62434,53.2,15,2018-05,2019-09,Individual,2,0,0
30840,60 months,15.18,114.13,F,F2,10,RENT,214771.78,Source Verified,debt_consolidation,VA,2.95,0,1,13,0,14318,40.2,16,2005-09,2018-01,Individual,2,0,0
24634,36 months,10.95,117.73,A,A4,2,MORTGAGE,165816.59,Source Verified,credit_card,NC,23.45,0,2,3,0,5513,18.3,15,1992-12,2016-06,Individual,0,0,1
37395,36 months,12.83,154.03,A,A4,6,OWN,69142.28,Not Verified,home_improvement,GA,27.34,0,1,4,0,25718,53.2,14,2002-04,2017-09,Individual,2,0,1
34841,36 months,15.69,192.41,E,E3,3,MORTGAGE,107997.74,Not Verified,credit_card,AZ,19.88,0,2,10,0,25521,42.0,14,2013-02,2018-04,Joint App,2,0,0
30380,36 months,15.93,162.85,D,D1,2,RENT,107376.41,Not Verified,major_purchase,GA,13.86,0,2,29,0,23923,21.8,47,2011-09,2017-11,Individual,4,0,1
24521,36 months,9.9,104.26,B,B3,4,RENT,45455.49,Source Verified,small_business,IN,25.47,1,3,28,0,74045,9.5,45,1997-10,2015-11,Individual,3,0,1
12304,36 months,12.47,33.13,D,D5,0,RENT,85380.78,Source Verified,debt_consolidation,PA,21.28,0,2,2,0,47773,91.4,8,2003-05,2019-08,Individual,0,0,0
17090,60 months,10.36,37.64,B,B4,1,OWN,143365.1,Source Verified,major_purchase,MA,23.96,0,1,2,0,14604,58.6,20,2004-02,2018-08,Individual,3,0,0
5636,36 months,6.36,10.5,A,A1,6,RENT,22965.37,Verified,credit_card,VA,3.0,0,1,20,0,41448,53.2,26,2017-03,2018-04,Individual,3,0,0
15593,36 months,9.46,29.86,C,C2,7,MORTGAGE,69285.47,Source Verified,credit_card,MO,18.4,1,1,28,0,23770,39.7,37,2009-07,2016-11,Individual,0,0,0
37132,60 months,16.1,112.38,B,B3,2,RENT,60893.72,Not Verified,debt_consolidation,NC,28.42,0,0,15,0,76018,55.8,26,2008-02,2019-06,Individual,2,0,1
17609,36 months,12.1,92.9,D,D5,6,OTHER,52151.0,Verified,credit_card,IL,19.69,1,0,16,0,74804,21.0,21,2008-06,2019-01,Individual,1,0,0
5435,60 months,6.44,6.23,B,B3,8,MORTGAGE,49453.1,Not Verified,medical,GA,22.64,0,0,18,1,46895,46.0,30,2002-04,2017-05,Individual,2,0,1
26425,36 months,14.55,145.05,D,D5,9,MORTGAGE,56331.1,Not Verified,wedding,AZ,16.25,0,1,13,0,27583,46.9,15,2002-02,2016-10,Individual,1,0,1
38541,60 months,16.22,150.0,E,E4,6,OWN,59239.47,Verified,wedding,NC,16.74,0,0,22,1,10680,21.4,34,2007-01,2019-07,Individual,2,0,1
34832,36 months,11.75,136.14,A,A2,2,OWN,95910.35,Verified,small_business,MO,25.82,0,2,4,0,66473,39.9,22,2001-03,2018-08,Individual,1,0,1
11688,36 months,6.58,26.15,A,A1,7,MORTGAGE,65245.27,Not Verified,debt_consolidation,FL,11.31,0,0,2,0,1956,33.7,8,2003-09,2019-09,Individual,3,0,0
18701,60 months,11.89,31.75,C,C5,1,MORTGAGE,44058.52,Verified,credit_card,OH,10.63,0,2,3,0,22967,26.7,5,2000-05,2018-04,Individual,0,0,1
21709,36 months,14.02,89.34,E,E3,1,MORTGAGE,29615.32,Not Verified,debt_consolidation,WI,12.65,0,1,7,0,43793,31.2,18,2011-04,2019-04,Individual,0,0,0
10665,36 months,11.63,47.59,D,D5,3,RENT,36920.95,Verified,small_business,TN,16.16,1,1,16,0,20560,7.9,21,2018-04,2019-11,Individual,1,0,0
11478,36 months,9.47,36.6,D,D5,3,RENT,57336.9,Verified,debt_consolidation,TX,4.73,0,2,8,0,58067,63.3,22,1993-01,2017-06,Individual,1,0,1
10229,36 months,10.05,36.37,C,C3,1,MORTGAGE,32091.86,Verified,house,MD,21.12,0,1,18,0,14967,73.2,24,1998-03,2019-10,Individual,2,0,0
39788,36 months,15.71,212.98,B,B1,0,MORTGAGE,86467.7,Verified,debt_consolidation,NC,14.85,0,1,1,0,68209,23.5,2,2010-10,2017-08,Individual,2,0,0
30094,36 months,13.19,180.65,C,C5,10,RENT,63451.63,Not Verified,debt_consolidation,WA,21.98,0,1,13,0,5013,64.2,18,1999-06,2017-07,Individual,2,1,0
33793,36 months,14.81,154.85,B,B3,7,RENT,97354.72,Verified,moving,CA,1.17,0,2,5,0,26684,41.4,21,2009-09,2017-07,Individual,3,0,0
32846,36 months,15.83,219.69,D,D1,7,MORTGAGE,33413.27,Verified,debt_consolidation,FL,22.0,0,3,9,0,33228,41.8,9,1998-08,2017-12,Individual,2,0,1
38406,36 months,13.85,181.25,A,A3,0,RENT,29773.06,Source Verified,debt_consolidation,AZ,25.36,0,0,19,0,78814,16.1,36,2015-01,2019-07,Individual,2,0,1
5105,36 months,7.23,15.78,B,B1,8,MORTGAGE,96919.34,Not Verified,credit_card,PA,19.07,1,1,1,0,57073,30.8,5,2007-09,2016-10,Individual,1,0,0
35383,36 months,15.49,145.39,C,C2,4,MORTGAGE,52996.03,Source Verified,house,NY,16.21,0,1,23,0,79183,52.7,28,2003-06,2017-03,Individual,4,1,1
3595,36 months,7.51,9.28,C,C2,8,RENT,43411.94,Not Verified,debt_consolidation,AZ,22.06,0,1,8,0,40427,22.5,22,2001-04,2018-06,Individual,1,0,0
19541,36 months,12.09,73.58,D,D3,5,RENT,74547.84,Verified,credit_card,IL,24.9,0,2,25,0,75041,27.2,43,2010-01,2017-07,Joint App,1,0,0
24182,36 months,11.28,93.04,C,C3,2,RENT,72901.87,Not Verified,debt_consolidation,MO,19.66,0,1,21,0,32586,31.8,25,2001-08,2016-01,Individual,2,0,0
14956,36 months,13.33,79.99,F,F5,2,RENT,23075.85,Not Verified,credit_card,FL,20.18,1,2,27,0,2252,0.0,45,2009-07,2019-12,Individual,2,0,1
6700,36 months,9.31,22.11,E,E2,1,MORTGAGE,112508.84,Not Verified,debt_consolidation,CA,27.6,0,1,18,0,16354,48.6,33,2009-08,2018-08,Individual,0,0,1
8499,36 months,10.4,35.46,F,F4,9,MORTGAGE,38321.1,Source Verified,credit_card,GA,21.33,0,0,12,0,30024,54.7,12,1999-08,2019-02,Individual,3,0,0
33161,36 months,15.7,154.16,D,D5,4,OWN,135945.7,Not Verified,credit_card,OH,10.4,1,4,5,0,54680,49.3,13,2014-09,2019-06,Individual,1,0,0
13430,36 months,11.94,46.12,D,D4,8,RENT,22023.62,Source Verified,wedding,WA,24.87,0,0,3,0,16800,60.9,8,2000-10,2018-12,Individual,2,0,0
13103,36 months,11.2,49.05,D,D2,9,MORTGAGE,59304.43,Not Verified,home_improvement,IL,15.13,1,0,24,0,20228,33.1,25,2003-12,2017-07,Individual,1,0,0
37011,60 months,15.42,113.41,C,C4,1,RENT,43854.27,Not Verified,small_business,WI,16.23,0,0,19,0,52314,78.2,37,1999-12,2016-03,Individual,3,0,1
6611,36 months,6.87,14.67,B,B2,3,MORTGAGE,14985.81,Verified,credit_card,NC,16.75,0,0,5,0,2566,25.1,21,1999-11,2018-01,Individual,1,0,0
36695,36 months,17.64,181.29,D,D3,1,RENT,72760.23,Not Verified,debt_consolidation,MA,22.78,0,2,3,0,70683,37.5,20,1998-12,2018-05,Joint App,1,0,1
36917,36 months,11.35,167.57,A,A4,0,MORTGAGE,15454.23,Not Verified,debt_consolidation,TN,28.24,1,1,24,0,77163,35.5,36,2008-11,2017-10,Individual,0,0,0
24343,36 months,12.04,91.79,A,A2,10,MORTGAGE,41150.85,Not Verified,credit_card,MO,16.17,0,1,2,0,64667,45.7,16,2007-05,2017-04,Individual,1,0,0
7455,36 months,8.21,25.25,E,E1,7,RENT,95088.69,Source Verified,debt_consolidation,NJ,28.12,0,2,15,0,75399,37.2,27,1995-09,2016-10,Individual,1,0,0
7078,36 months,5.07,11.99,A,A5,4,OWN,35666.9,Not Verified,debt_consolidation,IL,17.15,0,2,10,0,13106,39.9,10,2004-07,2017-07,Individual,0,1,1
12104,36 months,9.21,41.18,C,C4,2,RENT,28502.85,Verified,credit_card,NJ,25.82,0,0,21,0,17156,28.4,24,1994-04,2015-10,Individual,2,0,0
23519,36 months,16.18,138.64,D,D1,6,RENT,79238.21,Not Verified,debt_consolidation,NC,17.39,0,0,2,0,69347,33.2,19,1994-01,2018-11,Individual,2,0,0
6990,60 months,8.76,10.56,A,A2,5,MORTGAGE,42204.8,Verified,debt_consolidation,WA,12.55,0,3,3,0,19087,0.0,15,1999-02,2018-10,Joint App,2,0,1
18770,60 months,15.04,59.92,F,F2,2,MORTGAGE,38444.24,Source Verified,credit_card,IL,29.45,1,1,5,0,56306,58.0,11,1998-12,2018-09,Joint App,1,0,1
5504,36 months,6.8,16.49,A,A5,0,RENT,105344.95,Verified,medical,NJ,11.88,0,0,22,0,46408,21.6,37,2015-09,2019-03,Individual,1,0,1
22071,36 months,12.78,97.97,F,F5,5,RENT,24334.07,Not Verified,debt_consolidation,WI,11.42,0,1,21,0,23738,32.2,31,2000-11,2018-09,Individual,4,0,0
1824,60 months,9.24,3.88,E,E4,5,RENT,37206.38,Source Verified,medical,AZ,7.21,0,0,21,0,34193,20.8,40,2006-08,2019-07,Individual,1,0,0
28652,36 months,12.4,132.11,B,B3,8,OWN,82443.48,Not Verified,debt_consolidation,WI,24.87,0,1,17,0,35774,53.4,26,2003-02,2016-03,Individual,3,0,0
3160,60 months,4.81,3.2,A,A1,4,MORTGAGE,23407.96,Not Verified,car,NY,26.52,0,4,6,1,71023,31.1,19,1995-07,2019-10,Individual,1,0,1
8598,36 months,8.24,24.35,B,B2,1,RENT,142231.07,Source Verified,credit_card,AZ,18.61,0,3,7,0,42966,0.0,26,2010-12,2017-11,Individual,1,0,0
7811,60 months,7.29,12.43,B,B1,9,RENT,43040.27,Not Verified,credit_card,CA,9.11,0,1,4,0,34152,47.6,12,2011-09,2018-08,Individual,5,0,0
33408,60 months,15.3,115.23,B,B4,4,OWN,82844.15,Source Verified,home_improvement,IL,15.95,1,1,4,0,53619,27.1,22,2011-04,2016-11,Individual,2,0,0
3081,36 months,8.85,7.04,G,G1,7,OWN,82740.22,Source Verified,credit_card,IN,13.88,0,2,22,0,10866,41.5,38,2015-08,2016-07,Individual,2,0,1
17741,36 months,10.43,64.22,B,B4,0,RENT,44740.18,Verified,credit_card,NY,8.79,0,3,14,1,25673,58.6,14,2014-08,2019-11,Individual,1,0,1
24054,36 months,13.56,105.39,E,E5,0,MORTGAGE,36775.71,Verified,credit_card,MI,12.58,1,0,13,0,43732,22.2,14,2003-03,2016-05,Individual,2,0,0
21123,36 months,9.79,64.43,A,A2,0,RENT,47773.26,Verified,house,TX,19.54,0,4,5,0,49417,41.0,6,2009-06,2018-01,Individual,3,0,1
27547,36 months,17.65,197.07,G,G4,8,RENT,75177.75,Source Verified,moving,PA,11.76,0,1,19,0,9060,26.6,27,2008-11,2015-08,Individual,0,0,0
32320,60 months,12.64,71.72,B,B5,2,OWN,27123.21,Source Verified,credit_card,NY,18.04,1,0,25,1,24724,61.7,41,1991-07,2015-05,Individual,1,0,0
16351,36 months,11.08,46.35,C,C3,8,OWN,23814.38,Source Verified,medical,MI,3.57,0,1,1,0,35776,43.6,15,2001-11,2019-01,Individual,3,0,0
33300,36 months,14.87,186.95,C,C3,10,RENT,119434.29,Not Verified,debt_consolidation,WA,27.75,0,2,28,0,235,41.5,42,2013-09,2018-07,Individual,0,0,0
13401,60 months,7.56,15.47,A,A2,7,OWN,31542.37,Verified,credit_card,AZ,13.26,1,3,6,0,46182,17.2,13,1995-02,2018-01,Individual,1,0,1
39392,36 months,17.88,159.34,E,E3,10,MORTGAGE,60624.25,Not Verified,credit_card,MD,22.09,0,1,27,0,67783,57.0,27,2001-07,2017-07,Individual,0,0,0
20676,36 months,10.88,86.34,B,B5,10,MORTGAGE,43420.09,Not Verified,debt_consolidation,NY,17.32,0,2,22,0,75627,59.5,23,2005-08,2016-06,Individual,1,0,0
29704,60 months,13.3,81.1,C,C4,7,MORTGAGE,44590.7,Not Verified,vacation,NC,18.82,0,0,26,0,51609,26.7,28,2009-08,2018-04,Individual,2,0,1
35125,36 months,15.59,196.91,C,C2,8,MORTGAGE,115639.61,Source Verified,medical,NJ,8.08,0,3,6,0,23468,45.1,8,1996-11,2016-07,Individual,1,0,0
31913,36 months,15.34,151.15,D,D3,6,OWN,46578.69,Verified,vacation,TX,10.68,0,2,17,0,56694,53.8,35,2006-05,2017-05,Individual,0,0,0
34194,36 months,12.81,112.32,A,A4,2,RENT,39573.08,Not Verified,home_improvement,NY,10.84,0,1,3,0,51953,86.4,6,1999-09,2017-04,Individual,1,0,1
21924,60 months,12.39,43.59,A,A1,1,MORTGAGE,41696.42,Not Verified,credit_card,OH,16.18,0,1,13,0,2707,49.8,19,2004-11,2016-01,Individual,2,0,0
2695,36 months,6.17,5.29,A,A4,4,RENT,36240.22,Not Verified,major_purchase,MO,25.28,0,1,6,0,14,42.0,22,2002-07,2019-09,Individual,2,0,0
20230,36 months,10.5,55.79,B,B2,5,MORTGAGE,32792.19,Verified,debt_consolidation,VA,19.03,0,1,3,0,79736,38.9,7,1999-01,2018-01,Individual,2,0,0
8078,36 months,7.19,20.35,A,A2,3,RENT,36327.56,Source Verified,moving,VA,9.7,2,2,25,1,69715,40.1,39,2014-11,2015-12,Individual,0,0,1
35675,36 months,17.19,188.66,F,F3,1,RENT,132976.28,Source Verified,debt_consolidation,VA,16.61,0,0,22,0,32318,57.3,31,2015-03,2018-11,Individual,2,0,1
10233,60 months,8.83,18.63,C,C3,5,MORTGAGE,75123.84,Source Verified,medical,IN,15.44,1,0,11,0,25367,24.4,26,2000-10,2018-02,Individual,3,0,1
9894,36 months,9.79,33.12,D,D5,5,RENT,39850.17,Not Verified,small_business,NJ,13.54,0,2,13,0,7449,60.7,19,2010-09,2017-05,Individual,2,0,1
10726,60 months,7.09,16.19,B,B2,10,RENT,88343.98,Verified,debt_consolidation,MA,15.89,0,1,16,0,19265,11.2,34,2000-08,2019-06,Individual,3,0,0
26060,36 months,12.88,121.2,B,B2,10,RENT,18914.49,Verified,debt_consolidation,OH,21.35,0,1,18,0,7362,55.3,32,2008-10,2018-07,Individual,4,0,0
23278,36 months,12.01,87.85,C,C2,6,MORTGAGE,111905.16,Verified,credit_card,IN,10.96,0,0,17,0,8200,60.9,23,2014-06,2016-12,Individual,1,0,1
38004,60 months,14.97,117.27,B,B5,9,RENT,106627.15,Verified,debt_consolidation,CA,13.58,0,1,9,0,68500,58.1,22,2007-02,2018-01,Individual,1,0,0
17234,36 months,9.53,56.9,B,B5,3,RENT,187549.93,Verified,moving,OH,22.87,0,1,11,0,62819,47.4,25,1997-10,2019-12,Individual,0,0,1
12008,36 months,13.35,31.8,C,C3,10,MORTGAGE,89942.95,Verified,debt_consolidation,PA,19.28,0,2,29,0,63308,49.9,48,1993-07,2017-08,Individual,1,0,1
2920,60 months,6.73,4.35,C,C4,10,OWN,63725.54,Source Verified,credit_card,NY,24.95,0,1,3,0,4525,34.0,10,2007-11,2019-06,Individual,2,0,0
1275,36 months,8.24,3.59,G,G5,1,MORTGAGE,106370.57,Source Verified,debt_consolidation,NJ,26.05,0,1,12,0,29534,19.5,31,1999-04,2015-04,Individual,1,0,0
15570,36 months,7.87,44.69,B,B5,7,RENT,33675.11,Not Verified,debt_consolidation,MO,6.48,0,0,8,0,49429,47.0,23,1998-02,2017-10,Joint App,4,0,1
37106,60 months,16.99,99.04,C,C4,5,OWN,38667.32,Verified,debt_consolidation,FL,18.02,0,1,8,1,44297,43.4,16,2009-03,2019-01,Joint App,2,0,0
21426,36 months,11.96,80.92,A,A3,2,MORTGAGE,47167.16,Verified,moving,MO,12.44,0,2,5,0,25242,60.5,18,2000-09,2017-03,Individual,4,0,0
35848,36 months,14.04,137.25,B,B5,4,MORTGAGE,111449.73,Not Verified,small_business,MO,7.61,0,1,3,0,32615,39.2,14,1994-02,2015-11,Individual,2,0,0
4965,36 months,10.48,19.5,D,D2,9,MORTGAGE,29333.13,Source Verified,vacation,MO,10.48,1,2,27,0,56891,45.2,46,1995-09,2015-10,Individual,1,0,0
4639,36 months,7.05,8.35,A,A2,10,RENT,27522.61,Verified,credit_card,CA,13.89,0,0,26,0,67682,47.7,27,2005-03,2019-06,Individual,1,0,0
33504,36 months,15.85,149.62,D,D4,3,MORTGAGE,56495.87,Source Verified,debt_consolidation,WI,13.94,0,3,22,0,77264,53.4,37,2016-02,2017-12,Individual,3,0,1
5162,36 months,7.78,14.58,C,C1,5,MORTGAGE,75396.66,Not Verified,debt_consolidation,NC,11.75,0,0,27,0,56702,61.0,43,2001-05,2019-05,Individual,0,0,0
3026,36 months,5.97,5.39,A,A3,5,RENT,32149.48,Source Verified,credit_card,VA,15.9,1,2,24,0,21989,22.9,24,2002-11,2018-04,Individual,3,0,0
16759,36 months,14.74,69.6,F,F5,8,RENT,73295.23,Not Verified,debt_consolidation,OH,33.13,0,2,4,0,72614,56.0,14,2007-01,2019-02,Individual,0,0,0
37068,36 months,16.54,235.25,C,C1,5,RENT,111417.49,Verified,debt_consolidation,NJ,3.92,0,2,24,0,49577,38.4,37,2011-11,2019-03,Joint App,2,0,0
27885,36 months,14.76,158.86,E,E5,4,MORTGAGE,100737.86,Verified,home_improvement,VA,23.96,0,0,24,0,61198,54.9,40,2007-11,2019-03,Individual,1,0,0
4865,36 months,7.81,14.19,C,C3,10,RENT,60595.48,Verified,debt_consolidation,TN,15.87,0,2,1,0,29642,71.6,3,2006-02,2016-02,Individual,2,0,0
33648,60 months,20.29,155.86,F,F5,4,MORTGAGE,46427.23,Not Verified,credit_card,OH,12.93,0,1,26,0,44538,0.0,31,2015-05,2019-12,Individual,3,0,1
33899,36 months,14.68,159.48,B,B4,2,MORTGAGE,138881.2,Source Verified,credit_card,NY,1.87,1,2,22,0,40754,66.3,32,2013-09,2017-06,Individual,0,0,0
32227,36 months,15.9,164.98,C,C1,3,RENT,49475.97,Source Verified,small_business,VA,21.34,0,2,29,0,58503,39.6,41,2011-06,2019-12,Individual,4,0,0
36203,60 months,18.3,118.19,E,E4,3,RENT,86181.67,Not Verified,credit_card,TN,5.91,0,0,14,0,6663,24.9,17,2004-03,2018-04,Individual,2,0,1
10355,36 months,8.82,31.29,B,B1,6,RENT,158731.42,Source Verified,small_business,CA,21.8,0,1,22,0,43306,33.2,38,2015-07,2016-11,Individual,1,0,0
39203,36 months,15.83,188.66,B,B2,7,RENT,80915.51,Verified,credit_card,IN,28.19,0,0,23,0,16348,21.4,32,2000-03,2018-06,Joint App,4,0,1
13507,60 months,14.85,37.22,G,G5,1,MORTGAGE,26950.18,Not Verified,debt_consolidation,IN,7.02,0,1,20,0,12877,52.1,28,2017-01,2018-03,Individual,3,0,1
32279,36 months,15.73,186.17,C,C5,9,MORTGAGE,23308.8,Verified,debt_consolidation,VA,24.18,1,1,28,0,63538,21.3,43,2013-02,2019-07,Individual,1,0,1
23595,36 months,13.92,131.09,D,D1,2,OWN,41003.9,Source Verified,debt_consolidation,MD,16.18,0,4,5,0,43240,66.1,15,1995-11,2017-03,Individual,0,0,0
31399,36 months,14.72,164.29,D,D2,1,OTHER,75034.21,Not Verified,credit_card,GA,1.34,0,0,11,0,27594,55.8,16,2015-09,2019-11,Individual,3,0,0
25484,36 months,15.43,170.27,E,E1,7,RENT,64014.92,Source Verified,major_purchase,NY,7.57,0,0,3,0,53525,46.5,11,2012-10,2018-04,Individual,2,0,0
26056,36 months,15.93,122.09,F,F2,2,MORTGAGE,184286.93,Verified,major_purchase,AZ,17.25,0,3,18,0,80,1.3,21,1995-11,2018-11,Individual,2,0,1
25035,60 months,12.69,44.08,C,C5,8,MORTGAGE,63642.31,Source Verified,debt_consolidation,WA,18.81,1,1,1,0,73004,15.5,17,2015-03,2017-09,Individual,0,0,0
31380,36 months,16.96,198.53,B,B1,10,MORTGAGE,40276.98,Verified,debt_consolidation,MD,4.94,0,1,9,0,25668,40.4,15,2011-07,2017-06,Individual,2,0,0
29822,60 months,10.61,55.14,A,A4,7,RENT,24834.64,Verified,debt_consolidation,IL,16.22,0,0,22,0,9366,41.5,28,2005-05,2019-06,Joint App,1,0,0
6247,60 months,10.41,12.41,D,D5,8,RENT,99534.78,Source Verified,car,FL,21.76,0,0,26,0,53574,60.8,29,2010-04,2018-10,Individual,1,0,1
33216,36 months,15.87,123.88,E,E5,5,MORTGAGE,48842.85,Verified,debt_consolidation,AZ,22.99,0,0,7,0,67857,0.0,14,2003-05,2018-01,Individual,1,0,1
21906,60 months,12.43,46.3,C,C2,3,MORTGAGE,19857.08,Verified,credit_card,OH,13.11,0,4,8,0,77727,26.8,11,1997-03,2019-07,Individual,0,0,1
13600,60 months,11.48,23.41,A,A4,6,RENT,49679.93,Source Verified,debt_consolidation,FL,19.07,0,0,1,0,60244,58.7,1,2007-07,2018-09,Individual,2,1,1
21054,60 months,10.01,39.1,B,B3,3,RENT,26972.07,Source Verified,major_purchase,AZ,23.51,0,0,11,0,68329,35.3,24,2008-03,2019-09,Individual,2,0,1
38712,36 months,15.61,188.19,C,C1,9,MORTGAGE,37972.5,Source Verified,credit_card,FL,21.97,1,0,21,0,25070,32.7,28,2011-02,2019-11,Individual,2,0,0
34445,36 months,17.19,200.33,E,E2,5,MORTGAGE,49203.26,Not Verified,debt_consolidation,IN,22.24,0,1,26,0,60549,9.8,40,2009-03,2017-09,Individual,0,0,0
33514,36 months,12.36,166.61,A,A4,5,MORTGAGE,28478.17,Verified,credit_card,OH,16.79,1,2,13,0,796,63.2,17,2004-08,2018-06,Joint App,1,0,0
19049,36 months,13.52,95.53,D,D4,7,RENT,36586.17,Verified,small_business,AZ,15.34,1,3,3,0,74345,32.3,13,2017-07,2019-10,Individual,3,0,0
31581,36 months,15.85,121.74,E,E3,2,RENT,31367.52,Not Verified,credit_card,VA,17.9,0,1,10,0,64137,63.9,14,2014-10,2018-03,Individual,2,0,1
16018,36 months,14.29,84.03,F,F4,6,MORTGAGE,31876.57,Verified,house,VA,10.65,0,1,15,1,52754,71.3,20,1998-12,2017-02,Individual,0,0,1
27760,36 months,10.34,97.46,A,A4,8,MORTGAGE,26774.03,Not Verified,moving,OH,23.78,0,1,18,0,74649,68.3,37,2004-03,2015-01,Individual,2,0,0
25942,60 months,13.82,70.53,F,F2,8,RENT,36693.0,Source Verified,credit_card,TX,5.29,1,1,17,1,41534,41.4,27,1998-12,2016-10,Individual,1,1,1
10742,36 months,10.11,36.06,D,D2,2,MORTGAGE,28657.8,Source Verified,wedding,WA,12.47,1,1,24,0,25768,32.3,24,1998-04,2019-04,Individual,1,0,1
11392,36 months,9.57,37.58,E,E5,0,RENT,69699.64,Verified,medical,NC,15.75,0,2,17,0,43167,31.0,35,2012-02,2019-03,Individual,2,0,1
3384,36 months,7.67,7.65,A,A5,2,MORTGAGE,55297.34,Source Verified,credit_card,WI,19.29,0,0,12,0,4420,81.4,28,2009-10,2019-03,Individual,1,0,0
6450,36 months,6.58,13.72,C,C1,9,RENT,100391.13,Not Verified,major_purchase,MO,20.6,0,3,4,0,75538,37.8,11,2004-03,2019-09,Individual,2,0,0
17911,36 months,10.93,78.13,D,D4,2,MORTGAGE,152058.72,Verified,credit_card,TX,26.42,0,0,28,0,40608,63.1,32,2002-04,2019-06,Individual,3,0,0
19637,36 months,11.31,65.35,B,B1,0,OWN,73599.61,Not Verified,credit_card,GA,16.54,0,1,2,1,170,51.6,10,2015-09,2017-12,Joint App,1,0,1
7439,36 months,7.96,16.35,C,C5,6,RENT,64199.6,Not Verified,credit_card,NC,10.97,1,0,10,0,48291,33.8,25,2002-10,2016-09,Individual,2,0,1
17258,36 months,9.29,52.89,C,C3,9,RENT,76435.49,Not Verified,medical,GA,14.98,0,0,13,0,41253,36.9,22,2012-09,2018-08,Individual,0,1,0
24562,36 months,15.39,102.26,C,C4,2,RENT,64857.85,Verified,vacation,MA,13.76,0,4,26,0,79089,65.7,29,2008-02,2019-03,Individual,4,0,1
10070,36 months,6.32,15.12,A,A4,0,RENT,50519.75,Not Verified,debt_consolidation,GA,19.64,0,1,14,0,61526,42.6,17,1997-03,2017-11,Joint App,1,0,1
